Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Croatia,2015,45186.2,4225316.0,18920.09,58430,32900,43990,15780,71270,37520,8,1,0,0,4,2,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,10694.158732743303,1986.60945,3496.04219,6326.8674,5493.20726,1246.82514,372.81337,2247.97328,260.248,185.175,0.0,0.0,0.096,6.258,21622.11509,23564.084909999998,5576.881092443736,47.8511472307917
Italy,2015,1655355.0,60795612.0,398666.49,718630,157760,191180,126710,900670,364330,199,4,7,9,30,35,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27228.198640388717,41859.98144999999,77759.35915,93496.464,73573.32884,11879.56934,14088.28014,33892.16258,6473.669,740.7,118.321,99.396,0.72,109.515,354091.4665,1301263.5335,21403.905490744957,21.390666443149655
Cyprus,2015,17884.0,847008.0,7992.39,13860,940,1710,12820,8770,8120,0,0,0,0,5,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,21114.32241490045,839.20095,209.64636,45.4866,53.73162,233.46502,7.79653,119.2828,0.0,0.0,0.0,0.0,0.12,0.0,1508.72988,16375.27012,19333.076098454796,8.43619928427645
Latvia,2015,24572.1,1986096.0,10909.89,35210,17940,28630,3580,41590,17040,3,1,0,0,0,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,12372.060565048214,1145.53845,675.18696,1769.36838,1833.55109,102.74242,27.65735,291.384,97.593,185.175,0.0,0.0,0.0,3.129,6131.32565,18440.77435,9284.936050422537,24.95238766731374
Lithuania,2015,37345.7,2921262.0,12459.42,53940,5700,11670,14890,52220,37280,2,0,0,0,2,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,12784.098105544794,1308.2391,992.44206,354.2208,470.91951,381.15422,33.78634,766.4768,65.062,0.0,0.0,0.0,0.048,3.129,4375.47783,32970.222169999994,11286.294132467403,11.716148927453496
Luxembourg,2015,54142.3,562958.0,9966.86,28440,1340,2110,1400,10660,5450,2,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,96174.67022406645,1046.5203000000001,2046.45708,331.61248,339.06856,210.3066,49.4624,451.1292,65.062,0.0,0.0,0.0,0.0,0.0,4539.61862,49602.68138,88110.80290181506,8.384606158216403
Hungary,2015,112823.6,9855571.0,55839.49,127610,52660,74780,23770,128400,78430,9,2,1,2,2,11,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,11447.697956820564,5863.14645,8795.00881,13773.11768,12700.33608,1845.36018,615.678,5828.60388,292.779,370.35,16.903,22.088,0.048,34.419,50157.83808000001,62665.76192,6358.410072841036,44.456867251177954
Malta,2015,9996.7,439691.0,2119.11,6790,440,930,2160,2970,1460,1,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,22735.73941699967,222.50655,48.60282,66.08536,90.70197,36.88416,7.38342,127.06672,32.531,0.0,0.0,0.0,0.0,0.0,631.762,9364.938,21298.90764195765,6.319705502815928
Netherlands,2015,690008.0,16900726.0,197619.1,282110,17840,31060,30980,251080,130870,9,3,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,40827.121864469016,20750.0055,22399.534,5255.64616,5941.71588,4205.62794,1519.28508,14677.85572,292.779,555.525,16.903,11.044,0.048,12.516,75638.48528,614369.51472,36351.66410721054,10.961972220611933
Austria,2015,344269.2,8584926.0,76285.63,178980,15830,27900,14130,113050,64200,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,40101.59202304132,8009.991150000001,13563.28338,3596.49685,4116.0591,1598.44212,929.9493,4854.3546,650.62,185.175,16.903,0.0,0.0,0.0,37521.27450000001,306747.9255,35730.99238129717,10.898818279416226
Poland,2015,430465.8,38005614.0,358370.74,706120,125890,226000,638780,667610,303830,298,9,9,18,88,38,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,11326.37404568704,37628.92769999999,19073.00732,16273.17085,18969.988,27210.75044,2049.5627,21452.22098,9694.238,1666.575,152.127,198.792,2.112,118.902,154490.37399,275975.42601,7261.4384288068595,35.88911685667015
Portugal,2015,179713.2,10374822.0,58973.97,163610,50980,70280,45810,153190,59150,26,2,1,2,23,8,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,17322.051404833743,6192.266850000001,5142.42591,11929.93176,10679.46768,1616.36004,340.23499,1500.10315,845.806,370.35,16.903,22.088,0.552,25.032,38681.52138,141031.67862000002,13593.64802788906,21.52402905295771
Romania,2015,160149.8,19870647.0,81847.13,220360,110090,147500,157700,238910,189930,40,3,2,4,10,12,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,8059.616780470208,8593.94865,11549.50832,23925.19916,20815.0525,9750.7487,895.43468,9242.37366,1301.24,555.525,33.806,44.176,0.24,37.548,86744.80067000001,73404.99932999998,3694.1423865060847,54.16478863539013
Slovenia,2015,38852.6,2062874.0,17506.1,34920,12950,14850,5480,32760,18750,5,1,0,1,1,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,18834.208972530556,1838.1404999999997,2947.45752,4831.3601,3597.54615,512.42932,331.76052,1507.51875,162.655,185.175,0.0,11.044,0.024,3.129,15928.239859999998,22924.36014,11112.826154190707,40.99658674065571
Slovakia,2015,79888.1,5421349.0,33562.87,73190,20700,27640,66790,112070,29740,11,1,1,1,2,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,14735.834199200237,3524.10135,3681.89614,4832.0838,4189.6712,4045.53709,644.73871,3102.14966,357.841,185.175,16.903,11.044,0.048,12.516,24603.704949999996,55284.39505000001,10197.534792539644,30.797709483640237
Finland,2015,211385.0,5471753.0,36264.19,138780,17690,31370,40820,88890,33530,15,1,1,2,16,17,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,38632.04351512212,3807.73995,2015.0856,1156.30685,1331.49965,698.18528,56.35626,457.65097,487.965,185.175,16.903,22.088,0.384,53.193,10288.53256,201096.46744,36751.74435688161,4.867200870449653
Sweden,2015,455494.7,9747355.0,15639.77,147330,19190,37670,17710,154780,54540,8,0,0,1,7,5,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,46730.08216075027,1642.17585,2744.02125,1027.39422,1309.59755,357.51177,144.25496,950.14134,260.248,0.0,0.0,11.044,0.168,15.645,8462.20194,447032.49806,45861.92849855166,1.8578046989350263
Norway,2015,347632.1,5166493.0,41387.37,180300,25690,34070,16870,164880,29990,6,1,0,1,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,67285.89393230571,4345.67385,3040.8761649179996,1457.67629,1255.30915,261.6626311467,184.17096,290.42316,195.186,185.175,0.0,11.044,0.0,12.516,11239.7132060647,336392.38679393526,65110.39244492062,3.2332207543735754
Switzerland,2015,632770.5,8237666.0,46313.2,72840,6780,14630,5630,86050,55600,15,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,76814.2942430538,4862.886,10425.899330868,2079.1209,2913.21338,1306.502733569,1056.7525871425,3614.2224,487.965,185.175,16.903,0.0,0.0,0.0,26948.640331579496,605821.8596684205,73542.90155347649,4.258833231255171
United Kingdom,2015,2644716.5,64853393.0,508318.38,1025750,111810,171700,267910,819940,270580,107,5,5,17,121,43,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,40779.92496090374,53373.429899999996,57065.54975,29993.0325,29908.0796,31456.38474,3871.75668,27763.13148,3480.817,925.875,84.515,187.748,2.904,134.547,238247.77065000002,2406468.72935,37106.288785075594,9.008442706429971
Belgium,2016,430085.3,11311117.0,116662.33,186800,22230,31380,34060,116720,70280,27,3,1,1,5,6,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,38023.23855371666,12249.54465,12595.3636,11382.58251,10433.56758,5424.9065,928.27416,11441.65428,878.337,555.525,16.903,11.044,0.12,18.774,65936.59628,364148.70372,32193.876495133063,15.331050905483167
Bulgaria,2016,48773.1,7153784.0,50267.41,109560,31630,47860,104950,77700,46120,68,2,1,4,6,7,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,6817.804395547866,5278.078050000001,4357.2012,9794.13461,9623.2102,4866.3216,216.8607,2679.84872,2212.108,370.35,16.903,44.176,0.144,21.903,39481.23908,9291.86092,1298.8735639767708,80.94879980973118
Czechia,2016,177438.5,10553843.0,124461.24,192840,39870,51050,115110,224400,89920,17,1,2,1,5,10,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,16812.69088425894,13068.4302,9471.91512,11261.32137,9363.02945,8204.69547,1826.1672,11842.37408,553.027,185.175,33.806,11.044,0.12,31.29,65852.39488999998,111586.10511000002,10573.030611692822,37.11279958408124
Denmark,2016,283109.7,5707251.0,52837.43,113980,16990,26590,10450,110590,75180,12,1,0,0,3,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,49605.265301981635,5547.93015,2885.9736,2108.67987,2142.96787,567.1633,164.00497,1918.89432,390.372,185.175,0.0,0.0,0.072,6.258,15917.491079999998,267192.20892,46816.27090170031,5.622375736331181
Germany,2016,3134740.0,82175684.0,878975.43,1340620,96940,199610,311520,1141920,638200,161,12,9,7,145,77,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,38146.80751546893,92292.42015,100128.22656,25848.76018,34561.87267,36278.68464,6531.7824,57787.7336,5237.491,2222.1,152.127,77.308,3.48,240.933,361362.91919999995,2773377.0808,33749.364116032186,11.527683929129687
Estonia,2016,21747.9,1315944.0,17627.09,30570,7760,12080,34930,21870,10200,35,1,1,9,5,9,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,16526.46313216976,1850.84445,217.53612,207.4636,209.7088,237.13977,11.10996,153.204,1138.585,185.175,16.903,99.396,0.12,28.161,4355.3467,17392.5533,13216.788328378716,20.02651612339582
Ireland,2016,270205.3,4726286.0,69258.11,114580,13250,28340,14440,109950,124830,6,0,0,1,6,3,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,57170.74675548623,7272.101549999999,3420.7859,665.40175,924.13906,1125.36696,195.60105,1951.34256,195.186,0.0,0.0,11.044,0.144,9.387,15770.499829999999,254434.80017,53833.98299848972,5.836487970443215
Greece,2016,174494.2,10783748.0,88335.5,262170,39540,69320,80620,156510,64120,10,2,1,3,34,11,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,16181.220110113853,9275.2275,6992.0739,5761.1757,6558.64248,2946.661,544.6548,2637.19148,325.31,370.35,16.903,33.132,0.816,34.419,35496.55685999999,138997.64314000003,12889.548526171053,20.342542537230457
Spain,2016,1113840.0,46440099.0,287778.91,727600,124680,187060,214500,585520,457290,92,7,4,12,44,27,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,23984.444994400204,30216.785549999997,30657.426,25144.34028,24496.4423,15425.7675,2114.31272,10428.95574,2992.852,1296.225,67.612,132.528,1.056,84.483,143058.78609,970781.2139099999,20903.94367828544,12.843746506679595
France,2016,2234129.0,66638391.0,433763.8,902430,140480,220830,136020,1001340,616260,85,3,4,5,38,31,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,33526.15461558788,45545.199,57444.18165,29246.67168,29853.78687,15132.49704,6217.32006,26245.28088,2765.135,555.525,67.612,55.22,0.912,96.999,213226.34018000003,2020902.65982,30326.402385975976,9.544047822663778
Croatia,2016,47246.3,4190669.0,19198.41,57650,31600,42690,14810,72970,35700,8,1,0,0,4,2,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,11274.166487498775,2015.83305,3449.37245,6076.8696,5330.87106,1170.18253,381.70607,2138.9298,260.248,185.175,0.0,0.0,0.096,6.258,21015.541559999998,26230.758440000005,6259.324809475528,44.48081978906284
Italy,2016,1695786.8,60665551.0,399039.49,699440,153060,186190,119220,884190,376560,203,5,7,9,30,35,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,27953.043729875626,41899.14644999999,75682.9052,90711.009,71652.98722,11177.35188,13830.49998,35029.87056,6603.793,925.875,118.321,99.396,0.72,109.515,347841.39029,1347945.40971,22219.28899500146,20.512094461992508
Cyprus,2016,18929.3,848319.0,8821.95,13670,1030,1880,16060,8910,8400,0,0,0,0,6,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,22313.89371215309,926.3047500000001,206.77242,49.8417,59.07336,292.46866,7.92099,123.396,0.0,0.0,0.0,0.0,0.144,0.0,1665.92188,17263.378119999998,20350.101930995294,8.800757978372156
Latvia,2016,25371.3,1968957.0,9062.02,33580,17870,27140,3450,39840,17190,3,1,0,0,0,1,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,12885.654689259338,951.5121000000001,643.93008,1762.46449,1738.12702,99.01155,26.4936,293.949,97.593,185.175,0.0,0.0,0.0,3.129,5801.38484,19569.91516,9939.22932801478,22.865934500794204
Lithuania,2016,38889.9,2888558.0,13194.77,53780,5570,11570,14520,51710,36480,2,0,0,0,1,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,13463.430542159791,1385.4508500000002,989.49822,346.14208,466.88421,371.68296,33.45637,750.0288,65.062,0.0,0.0,0.0,0.024,3.129,4411.3584900000005,34478.54151,11936.246912819475,11.343198336843242
Luxembourg,2016,56208.1,576249.0,9627.98,25740,1480,2080,1050,10700,5500,1,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,97541.34063573212,1010.9378999999999,1852.17318,366.25856,334.24768,157.72995,49.648,455.268,32.531,0.0,0.0,0.0,0.0,0.0,4258.794269999999,51949.30573,90150.79545474265,7.576833712578791
Hungary,2016,116279.4,9830485.0,57759.91,119950,50700,71590,22980,128500,79300,9,2,1,2,2,9,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,11828.449969660702,6064.790550000001,8267.07395,13260.4836,12158.55924,1784.02932,616.1575,5893.2588,292.779,370.35,16.903,22.088,0.048,28.161,48774.68196000001,67504.71803999998,6866.875646522016,41.946107358655105
Malta,2016,10541.1,450415.0,1831.96,6210,400,860,1770,2860,1370,1,0,0,0,0,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,23403.083822696848,192.35580000000002,44.45118,60.0776,83.87494,30.22452,7.10996,119.23384,32.531,0.0,0.0,0.0,0.0,0.0,569.85884,9971.24116,22137.897627743303,5.406066160078169
Netherlands,2016,708337.0,16979120.0,198009.89,269650,17140,30390,27970,247350,129950,9,3,1,1,2,4,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,41718.1220228139,20791.038450000004,21410.21,5049.42686,5813.54622,3797.01141,1496.71485,14574.6722,292.779,555.525,16.903,11.044,0.048,12.516,73821.43498999998,634515.56501,37370.34457675074,10.42179569752815
Austria,2016,357608.0,8700471.0,77423.91,171500,15460,27540,13290,111880,64980,20,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,41102.142631128816,8129.510550000001,12996.4415,3512.4347,4062.94866,1503.41796,920.32488,4913.33274,650.62,185.175,16.903,0.0,0.0,0.0,36891.10899,320716.89101,36862.01482770301,10.316074861300642
Poland,2016,427091.8,37967209.0,361784.12,715960,129920,231730,532730,695980,304720,290,9,9,17,87,37,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,11248.96486333773,37987.3326,19338.79556,16794.1088,19450.95274,22693.23254,2136.6586,21515.06032,9433.99,1666.575,152.127,187.748,2.088,115.773,151474.44215999998,275617.35784,7259.352612408249,35.46648335556899
Portugal,2016,186489.8,10341330.0,61343.93,156780,50710,72050,45750,149760,59650,25,2,1,2,22,7,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,18033.4444408988,6441.11265,4927.75218,11866.74852,10948.4298,1614.243,332.61696,1512.78365,813.275,370.35,16.903,22.088,0.528,21.903,38888.733759999996,147601.06624,14272.928747076054,20.85300845408167
Romania,2016,170063.4,19760585.0,78546.08,211480,110160,144830,108740,236790,184860,39,3,1,4,8,12,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,8606.192579824938,8247.3384,11084.08976,23940.41184,20438.26477,6723.50294,887.48892,8995.65732,1268.709,555.525,16.903,44.176,0.192,37.548,82239.80695000001,87823.59304999998,4444.382241214012,48.35832221983097
Slovenia,2016,40443.2,2064188.0,18531.26,34340,12870,14940,4670,32940,18960,5,1,0,1,2,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,19592.789028906278,1945.7822999999999,2898.50204,4801.51386,3619.34946,436.68703,333.58338,1524.40296,162.655,185.175,0.0,11.044,0.048,3.129,15921.87203,24521.32797,11879.406318610514,39.36847734600625
Slovakia,2016,81014.3,5426252.0,33948.67,69010,20950,26390,26420,113280,30590,11,1,1,1,2,5,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,14930.065909213212,3564.6103499999995,3471.61706,4890.4423,4000.1962,1600.28582,651.69984,3190.81231,357.841,185.175,16.903,11.044,0.048,15.645,21956.31988,59057.98012000001,10883.751827228078,27.101783117301512
Finland,2016,217518.0,5487308.0,40267.79,134600,18600,32570,39810,89830,33190,16,1,1,3,16,18,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,39640.20244535207,4228.11795,1954.392,1215.789,1382.43365,680.91024,56.95222,453.01031,520.496,185.175,16.903,33.132,0.384,56.322,10784.017369999996,206733.98263,37674.936896197556,4.9577586084829735
Sweden,2016,466266.5,9851017.0,14827.88,145050,19330,38320,18420,147830,53380,9,0,0,1,7,6,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,47331.81355793011,1556.9273999999998,2701.55625,1034.88954,1332.1948,371.84454,137.77756,929.93298,292.779,0.0,0.0,11.044,0.168,18.774,8387.888069999999,457878.61193,46480.33923096468,1.7989471836385413
Norway,2016,333471.3,5210721.0,40749.35,170150,24820,33390,15720,162720,29880,6,0,0,1,0,4,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,63997.15125795451,4278.68175,2869.6898472589996,1408.31162,1230.25455,243.82552232519998,181.75824,289.35792,195.186,0.0,0.0,11.044,0.0,12.516,10720.625449584199,322750.6745504158,61939.734357378904,3.214857005560658
Switzerland,2016,628729.6,8327126.0,46626.07,71000,6690,14570,5190,83840,55400,15,1,1,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,75503.79326552762,4895.737349999999,10162.5322967,2051.52195,2901.26582,1204.395947997,1029.6122824640001,3601.2216,487.965,185.175,16.903,0.0,0.0,0.0,26536.330247160997,602193.269752839,72317.05990192042,4.220626839767206
United Kingdom,2016,2434119.2,65379044.0,483469.31,935820,109810,173050,196740,799410,274500,98,5,4,16,117,43,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,37230.87783296434,50764.27755,52062.47406,29456.5325,30143.2334,23100.03036,3774.81402,28165.347,3188.038,925.875,67.612,176.704,2.808,134.547,221962.29288999998,2212156.90711,33835.87112576929,9.118793068556379
Belgium,2017,445050.1,11351727.0,116465.76,175930,20470,29600,32460,114930,68590,25,1,1,1,4,5,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,39205.49710189471,12228.904799999998,11862.43211,10481.39739,9841.7336,5170.0665,914.03829,11166.52059,813.275,185.175,16.903,11.044,0.096,15.645,62707.23127999999,382342.86871999997,33681.47143778211,14.089926343124066
Bulgaria,2017,52531.3,7101859.0,53521.67,99500,31480,46640,102830,77340,45010,75,2,1,4,6,7,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,7396.837926520367,5619.77535,3957.115,9747.68756,9377.9048,4768.02144,215.85594,2615.35106,2439.825,370.35,16.903,44.176,0.144,21.903,39195.012149999995,13336.287850000008,1877.8587198084344,74.61268262921342
Czechia,2017,194132.9,10578820.0,127156.68,191600,40810,52070,109930,223710,86000,17,1,2,2,5,10,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,18351.092087775385,13351.451399999998,9411.0088,11526.82531,9550.10663,7835.48061,1820.55198,11326.114,553.027,185.175,33.806,22.088,0.12,31.29,65647.04473,128485.85527,12145.575335434387,33.815517477975135
